,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
347,Hermanus,ZA,-34.4187,19.2345,289.15,87,1,6.45,light rain
348,Igarka,RU,67.4667,86.5833,272.01,97,100,7.32,light snow
349,Beringovskiy,RU,63.05,179.3167,273.23,89,19,5.99,few clouds
350,Banda Aceh,ID,5.5577,95.3222,300.38,74,100,5.38,overcast clouds
351,Puerto Ayora,EC,-0.7393,-90.3518,300.13,87,71,2.68,broken clouds
352,Mhlambanyatsi,SZ,-26.45,31.0167,286.8,28,1,3.53,clear sky
353,Mataura,NZ,-46.1927,168.8643,282.86,98,100,1.85,light rain
354,Albany,US,42.6001,-73.9662,284.68,83,100,2.53,moderate rain
355,Taoudenni,ML,22.6783,-3.9836,312.03,5,72,4.09,broken clouds
356,Mataura,NZ,-46.1927,168.8643,282.86,98,100,1.85,light rain
357,Dingle,PH,10.9995,122.6711,298.71,89,100,0.94,light rain
358,Broken Hill,AU,-31.95,141.4333,277.99,81,100,3.6,overcast clouds
359,Rikitea,PF,-23.1203,-134.9692,297.54,73,43,9.42,scattered clouds
360,Tarauacá,BR,-8.1614,-70.7656,304.25,54,71,1.67,broken clouds
361,Bluff,NZ,-46.6,168.3333,283.04,81,100,11.15,overcast clouds
362,Nikolskoye,RU,59.7035,30.7861,283.93,78,87,2.71,overcast clouds
363,Sibolga,ID,1.7427,98.7792,297.12,91,82,1.08,broken clouds
364,Busselton,AU,-33.65,115.3333,288.2,89,69,4.77,broken clouds
365,Cidreira,BR,-30.1811,-50.2056,290.78,99,100,2.75,moderate rain
366,Kapaa,US,22.0752,-159.319,301.33,71,40,0.89,light rain
367,Vanimo,PG,-2.6741,141.3028,298.31,87,48,1.35,scattered clouds
368,Pevek,RU,69.7008,170.3133,276.38,75,91,1.38,overcast clouds
369,Xining,CN,36.6167,101.7667,285.29,69,100,1.41,overcast clouds
370,Nanortalik,GL,60.1432,-45.2371,277.34,81,100,0.51,overcast clouds
371,Lavrentiya,RU,65.5833,-171.0,273.33,83,9,5.31,clear sky
372,Isangel,VU,-19.55,169.2667,296.08,72,83,2.87,broken clouds
373,Ribeira Grande,PT,38.5167,-28.7,290.19,69,100,3.24,overcast clouds
374,São João do Piauí,BR,-8.3581,-42.2467,301.43,32,0,2.51,clear sky
375,Paredon,MX,16.0333,-93.8667,303.9,68,100,3.86,overcast clouds
376,Ushuaia,AR,-54.8,-68.3,272.96,100,90,12.35,light snow
377,Dicabisagan,PH,17.0818,122.4157,299.72,84,9,2.5,clear sky
378,Provideniya,RU,64.3833,-173.3,280.12,41,5,5.53,clear sky
379,Thompson,CA,55.7435,-97.8558,292.14,20,100,8.3,overcast clouds
380,Saskylakh,RU,71.9167,114.0833,274.53,79,57,3.8,broken clouds
381,Albany,US,42.6001,-73.9662,284.34,85,100,2.53,moderate rain
382,Ancud,CL,-41.8697,-73.8203,283.39,66,72,4.33,broken clouds
383,Atuona,PF,-9.8,-139.0333,299.46,75,7,6.95,clear sky
384,Calama,CL,-22.4667,-68.9333,291.42,29,40,7.2,scattered clouds
385,Ribeira Grande,PT,38.5167,-28.7,290.19,69,100,3.24,overcast clouds
386,Bluff,NZ,-46.6,168.3333,283.04,81,100,11.15,overcast clouds
387,Quatre Cocos,MU,-20.2078,57.7625,295.98,84,68,4.26,broken clouds
388,Mount Isa,AU,-20.7333,139.5,288.02,29,75,2.57,broken clouds
389,Nara,JP,34.6851,135.8049,293.77,85,72,1.74,broken clouds
390,Yumen,CN,40.2833,97.2,292.94,21,5,4.22,clear sky
391,Frisco,US,33.1507,-96.8236,298.77,76,88,0.45,overcast clouds
392,Dingle,PH,10.9995,122.6711,298.71,89,100,0.94,light rain
393,Port Moresby,PG,-9.4431,147.1797,296.83,78,40,2.57,scattered clouds
394,Bredasdorp,ZA,-34.5322,20.0403,288.77,72,6,4.79,clear sky
395,Hilo,US,19.7297,-155.09,300.26,63,1,4.63,clear sky
396,Albany,US,42.6001,-73.9662,284.34,85,100,2.53,moderate rain
397,Akdepe,TM,42.0551,59.3788,299.2,29,0,2.82,clear sky
398,Upernavik,GL,72.7868,-56.1549,274.47,92,22,1.1,few clouds
399,Airai,TL,-8.9266,125.4092,287.62,95,89,1.58,overcast clouds
400,Arraial do Cabo,BR,-22.9661,-42.0278,298.07,83,0,6.17,clear sky
401,Rikitea,PF,-23.1203,-134.9692,297.54,73,43,9.42,scattered clouds
402,Maragogi,BR,-9.0122,-35.2225,298.34,75,27,4.86,scattered clouds
403,Ushuaia,AR,-54.8,-68.3,272.96,100,90,12.35,light snow
404,Rikitea,PF,-23.1203,-134.9692,297.54,73,43,9.42,scattered clouds
405,Hermanus,ZA,-34.4187,19.2345,289.15,87,1,6.45,light rain
406,New Norfolk,AU,-42.7826,147.0587,278.87,73,15,0.45,few clouds
407,Qaanaaq,GL,77.484,-69.3632,277.99,88,100,1.75,overcast clouds
408,Vestmannaeyjar,IS,63.4427,-20.2734,282.7,87,90,20.58,overcast clouds
409,Cidreira,BR,-30.1811,-50.2056,290.78,99,100,2.75,moderate rain
410,Orlik,RU,52.5178,99.825,275.46,74,6,2.25,clear sky
411,Caravelas,BR,-17.7125,-39.2481,296.78,83,15,2.92,few clouds
412,Half Moon Bay,US,37.4636,-122.4286,302.38,65,75,2.57,broken clouds
413,Ternate,ID,0.8,127.4,300.45,80,19,2.61,few clouds
414,Hithadhoo,MV,-0.6,73.0833,301.51,75,82,7.66,broken clouds
415,Jamestown,US,42.097,-79.2353,282.77,94,90,4.47,moderate rain
416,Ushuaia,AR,-54.8,-68.3,272.96,100,90,12.35,light snow
417,Zelenogorskiy,RU,55.0333,87.0,279.44,83,100,1.02,overcast clouds
418,Srednekolymsk,RU,67.45,153.6833,283.18,41,10,8.39,clear sky
419,Ushuaia,AR,-54.8,-68.3,272.96,100,90,12.35,light snow
420,Grande Prairie,CA,55.1667,-118.8027,288.25,47,75,6.69,broken clouds
421,Katsuura,JP,35.1333,140.3,295.21,89,100,8.44,light rain
422,Busselton,AU,-33.65,115.3333,288.2,89,69,4.77,broken clouds
423,Punta Arenas,CL,-53.15,-70.9167,276.21,60,40,9.06,scattered clouds
424,Solnechnyy,RU,50.7214,136.6319,283.94,75,39,1.17,scattered clouds
425,Tuktoyaktuk,CA,69.4541,-133.0374,271.15,93,90,5.14,overcast clouds
426,Mildura,AU,-34.2,142.15,274.13,100,70,2.06,broken clouds
427,Ushuaia,AR,-54.8,-68.3,272.96,100,90,12.35,light snow
428,Tabriz,IR,38.08,46.2919,292.85,28,0,0.0,clear sky
429,Broome,US,42.2506,-75.833,282.69,88,90,0.89,moderate rain
430,Vaini,TO,-21.2,-175.2,297.24,78,75,0.51,broken clouds
431,Leningradskiy,RU,69.3833,178.4167,272.98,89,39,5.79,scattered clouds
432,Rikitea,PF,-23.1203,-134.9692,297.54,73,43,9.42,scattered clouds
433,Barrow,US,71.2906,-156.7887,272.16,80,90,2.57,overcast clouds
434,Cidreira,BR,-30.1811,-50.2056,290.78,99,100,2.75,moderate rain
435,Cape Town,ZA,-33.9258,18.4232,288.64,90,75,0.89,light rain
436,Nikolskoye,RU,59.7035,30.7861,283.93,78,87,2.71,overcast clouds
437,Barrow,US,71.2906,-156.7887,272.16,80,90,2.57,overcast clouds
438,Jamestown,US,42.097,-79.2353,282.77,94,90,4.02,moderate rain
439,Rikitea,PF,-23.1203,-134.9692,297.54,73,43,9.42,scattered clouds
440,Tura,IN,25.5198,90.2201,295.77,93,4,1.77,clear sky
441,Kavieng,PG,-2.5744,150.7967,301.06,79,100,4.85,overcast clouds
442,Iqaluit,CA,63.7506,-68.5145,271.0,74,75,9.26,broken clouds
443,Sinegor'ye,RU,62.0788,150.477,276.88,90,100,2.6,overcast clouds
444,Ribeira Grande,PT,38.5167,-28.7,290.19,69,100,3.24,overcast clouds
445,Carrickmacross,IE,53.9728,-6.7189,284.64,89,100,2.69,overcast clouds
446,Chokurdakh,RU,70.6333,147.9167,282.41,52,94,5.31,overcast clouds
447,Hermanus,ZA,-34.4187,19.2345,288.6,87,1,6.45,light rain
448,Vaini,TO,-21.2,-175.2,297.24,78,75,0.51,broken clouds
449,Leningradskiy,RU,69.3833,178.4167,272.98,89,39,5.79,scattered clouds
450,Ushuaia,AR,-54.8,-68.3,272.96,100,90,12.35,light snow
451,Hithadhoo,MV,-0.6,73.0833,301.51,75,82,7.66,broken clouds
452,Rikitea,PF,-23.1203,-134.9692,297.54,73,43,9.42,scattered clouds
453,Aklavik,CA,68.2191,-135.0107,274.55,69,90,6.69,overcast clouds
454,Hermanus,ZA,-34.4187,19.2345,288.6,87,1,6.45,light rain
455,Muros,ES,42.7762,-9.0603,289.39,77,25,4.2,scattered clouds
456,Sampit,ID,-2.5333,112.95,296.69,98,82,0.09,broken clouds
457,Port Hedland,AU,-20.3167,118.5667,295.18,49,81,4.12,broken clouds
458,Atikokan,CA,48.7555,-91.6216,290.75,19,0,2.12,clear sky
459,Albany,US,42.6001,-73.9662,284.34,85,100,2.53,moderate rain
460,Vaini,TO,-21.2,-175.2,297.24,78,75,0.51,broken clouds
461,Izhma,RU,65.0083,53.9113,283.04,67,100,5.0,overcast clouds
462,Isabela,PH,6.7085,121.9711,297.18,79,92,0.63,overcast clouds
463,Albany,US,42.6001,-73.9662,284.34,85,100,2.53,moderate rain
464,Tuktoyaktuk,CA,69.4541,-133.0374,271.15,93,90,5.14,overcast clouds
465,Hermanus,ZA,-34.4187,19.2345,289.15,87,1,6.45,light rain
466,Busselton,AU,-33.65,115.3333,288.2,89,69,4.77,broken clouds
467,Muli,MV,2.9167,73.5667,301.71,73,85,8.86,overcast clouds
468,Port Alfred,ZA,-33.5906,26.891,290.63,75,1,10.25,clear sky
469,East London,ZA,-33.0153,27.9116,291.11,63,1,5.76,clear sky
470,Nanortalik,GL,60.1432,-45.2371,277.34,81,100,0.51,overcast clouds
471,Cape Town,ZA,-33.9258,18.4232,288.64,90,75,0.89,light rain
472,Kaitangata,NZ,-46.2817,169.8464,284.78,81,100,5.61,overcast clouds
473,Albany,US,42.6001,-73.9662,284.34,85,100,2.53,moderate rain
474,Baloda Bāzār,IN,21.6667,82.1667,302.98,47,4,3.26,clear sky
475,Mataura,NZ,-46.1927,168.8643,282.86,98,100,1.85,light rain
476,Auki,SB,-8.7676,160.7034,298.31,86,100,1.62,overcast clouds
477,Tuktoyaktuk,CA,69.4541,-133.0374,271.15,93,90,5.14,overcast clouds
478,Atuona,PF,-9.8,-139.0333,299.46,75,7,6.95,clear sky
479,Rikitea,PF,-23.1203,-134.9692,297.54,73,43,9.42,scattered clouds
480,Lake Shasta,US,40.6804,-122.3708,304.67,23,8,0.39,clear sky
481,Port Alfred,ZA,-33.5906,26.891,290.63,75,1,10.25,clear sky
482,Puerto Escondido,MX,15.85,-97.0667,304.61,66,75,3.6,broken clouds
483,Castro,BR,-24.7911,-50.0119,292.58,72,62,3.99,broken clouds
484,Ribeira Grande,PT,38.5167,-28.7,290.19,69,100,3.24,overcast clouds
485,Albany,US,42.6001,-73.9662,284.34,85,100,2.53,moderate rain
486,Lebu,CL,-37.6167,-73.65,285.45,86,98,3.52,overcast clouds
487,Leningradskiy,RU,69.3833,178.4167,272.98,89,39,5.79,scattered clouds
488,Hermanus,ZA,-34.4187,19.2345,288.6,87,1,6.45,light rain
489,Hilo,US,19.7297,-155.09,300.82,64,1,4.63,clear sky
490,Khatanga,RU,71.9667,102.5,276.92,84,100,5.13,overcast clouds
491,Ferrol,ES,43.4832,-8.2369,288.53,89,25,2.13,scattered clouds
492,Kapaa,US,22.0752,-159.319,301.33,71,40,0.89,light rain
493,Puerto Ayora,EC,-0.7393,-90.3518,300.13,87,71,3.13,broken clouds
494,Ushuaia,AR,-54.8,-68.3,272.96,100,90,12.35,light snow
495,Gympie,AU,-26.1898,152.665,284.43,78,100,1.7,light rain
496,Kapaa,US,22.0752,-159.319,301.33,71,40,0.89,light rain
497,Rawson,AR,-43.3002,-65.1023,279.69,43,16,10.49,few clouds
498,Kruisfontein,ZA,-34.0033,24.7314,288.09,74,14,9.41,few clouds
499,Nanortalik,GL,60.1432,-45.2371,277.34,81,100,0.51,overcast clouds
500,Carnarvon,AU,-24.8667,113.6333,293.19,100,75,2.57,broken clouds
501,Ushuaia,AR,-54.8,-68.3,272.96,100,90,13.38,light snow
502,Umm Hājar,TD,13.2954,19.6966,307.92,17,42,4.33,scattered clouds
503,Avarua,CK,-21.2078,-159.775,300.18,65,20,5.14,few clouds
504,Barrow,US,71.2906,-156.7887,272.16,80,90,2.57,overcast clouds
505,Umluj,SA,25.0213,37.2685,302.76,61,100,2.11,overcast clouds
506,Chunskiy,RU,56.0815,99.6342,275.33,89,25,4.18,scattered clouds
507,Geraldton,AU,-28.7667,114.6,292.38,88,75,5.79,broken clouds
508,Hobart,AU,-42.8794,147.3294,279.07,80,75,0.89,broken clouds
509,Gwanda,ZW,-20.9333,29.0,287.32,32,0,1.84,clear sky
510,Cape Town,ZA,-33.9258,18.4232,288.64,90,75,0.89,light rain
511,Saskylakh,RU,71.9167,114.0833,274.53,79,57,3.8,broken clouds
512,Puerto Ayora,EC,-0.7393,-90.3518,300.13,87,71,3.13,broken clouds
513,Ojinaga,MX,29.5667,-104.4167,312.36,14,1,1.54,clear sky
514,Hithadhoo,MV,-0.6,73.0833,301.51,75,82,7.66,broken clouds
515,Albany,US,42.6001,-73.9662,284.34,85,100,2.53,moderate rain
516,Hithadhoo,MV,-0.6,73.0833,301.51,75,82,7.66,broken clouds
517,Husavik,IS,66.0449,-17.3389,286.1,59,14,6.64,few clouds
518,Bathsheba,BB,13.2167,-59.5167,301.49,57,40,6.5,scattered clouds
519,Coquimbo,CL,-29.9533,-71.3436,287.0,94,75,1.05,broken clouds
520,Cabo San Lucas,MX,22.8909,-109.9124,310.27,27,1,3.09,clear sky
521,Hithadhoo,MV,-0.6,73.0833,301.51,75,82,7.66,broken clouds
522,Faanui,PF,-16.4833,-151.75,299.79,72,41,2.28,scattered clouds
523,Port Alfred,ZA,-33.5906,26.891,290.63,75,1,10.25,clear sky
524,Albany,US,42.6001,-73.9662,284.34,85,100,2.53,moderate rain
525,Fortuna,US,40.5982,-124.1573,301.19,65,1,2.24,clear sky
526,Albany,US,42.6001,-73.9662,284.34,85,100,2.53,moderate rain
527,Makkah al Mukarramah,SA,21.4267,39.8261,305.02,40,79,0.55,broken clouds
528,Tasiilaq,GL,65.6145,-37.6368,277.24,94,100,5.34,moderate rain
529,Menongue,AO,-14.6585,17.691,284.97,40,0,1.78,clear sky
530,Nanortalik,GL,60.1432,-45.2371,277.34,81,100,0.51,overcast clouds
531,Vila Velha,BR,-20.3297,-40.2925,298.12,84,0,1.79,clear sky
532,Namatanai,PG,-3.6667,152.4333,299.78,82,91,5.04,overcast clouds
533,Touros,BR,-5.1989,-35.4608,299.65,83,79,6.69,broken clouds
534,Faya,SA,18.3851,42.4509,293.21,47,4,0.97,clear sky
535,Dikson,RU,73.5069,80.5464,267.03,95,100,1.77,overcast clouds
536,Puerto Ayora,EC,-0.7393,-90.3518,300.13,87,71,3.13,broken clouds
537,Kruisfontein,ZA,-34.0033,24.7314,288.09,74,14,9.41,few clouds
538,Kapaa,US,22.0752,-159.319,301.33,71,40,0.89,light rain
539,Avarua,CK,-21.2078,-159.775,300.18,65,20,5.14,few clouds
540,Rikitea,PF,-23.1203,-134.9692,297.54,73,43,9.42,scattered clouds
541,Kavaratti,IN,10.5669,72.642,301.61,75,87,8.07,overcast clouds
542,Vaini,TO,-21.2,-175.2,297.24,78,75,0.51,broken clouds
543,Airai,TL,-8.9266,125.4092,287.62,95,89,1.58,overcast clouds
544,Port Alfred,ZA,-33.5906,26.891,290.63,75,1,10.25,clear sky
545,Busselton,AU,-33.65,115.3333,288.73,89,69,4.77,broken clouds
546,Yangi Marg`ilon,UZ,40.4272,71.7189,296.83,35,1,4.12,clear sky
547,Cam Ranh,VN,11.9214,109.1591,300.13,89,20,2.44,few clouds
548,Atuona,PF,-9.8,-139.0333,299.46,75,7,6.95,clear sky
549,Ushuaia,AR,-54.8,-68.3,272.96,100,90,13.38,light snow
550,Saint Anthony,US,45.0205,-93.218,290.32,39,1,1.34,clear sky
551,Sitka,US,57.0531,-135.33,282.09,81,90,6.69,light rain
552,Karratha,AU,-20.7377,116.8463,296.9,72,99,4.31,overcast clouds
553,Ribeira Grande,PT,38.5167,-28.7,290.19,69,100,3.24,overcast clouds
554,Narsaq,GL,60.9167,-46.05,287.27,54,93,1.95,overcast clouds
555,Kitimat,CA,54.0524,-128.6534,288.36,60,99,1.79,light rain
556,Lorengau,PG,-2.0226,147.2712,300.12,83,100,4.52,overcast clouds
557,Ushuaia,AR,-54.8,-68.3,272.96,100,90,13.38,light snow
558,San Patricio,US,28.017,-97.5169,304.55,62,77,7.22,broken clouds
559,Albany,US,42.6001,-73.9662,284.34,85,100,2.53,moderate rain
560,Mataura,NZ,-46.1927,168.8643,282.86,96,100,2.23,overcast clouds
561,Atuona,PF,-9.8,-139.0333,299.46,75,7,6.95,clear sky
562,Qaanaaq,GL,77.484,-69.3632,277.99,88,100,1.75,overcast clouds
563,Berlin,DE,52.5244,13.4105,285.9,85,9,2.24,clear sky
564,Dingle,PH,10.9995,122.6711,299.21,88,100,0.69,light rain
565,Jumla,NP,29.2747,82.1838,287.75,95,100,0.91,overcast clouds
566,Vardø,NO,70.3705,31.1107,273.26,68,88,12.18,overcast clouds
567,New Norfolk,AU,-42.7826,147.0587,278.87,74,19,0.89,few clouds
568,Jamestown,US,42.097,-79.2353,282.77,94,90,4.02,moderate rain
569,Pacific Grove,US,36.6177,-121.9166,302.08,78,40,1.79,scattered clouds
570,Poya,NC,-21.35,165.15,295.44,60,24,3.14,few clouds
571,Albany,US,42.6001,-73.9662,284.21,85,100,2.4,moderate rain
572,Upernavik,GL,72.7868,-56.1549,274.63,91,24,1.08,few clouds
573,Hithadhoo,MV,-0.6,73.0833,301.29,76,85,7.6,overcast clouds
574,Kapaa,US,22.0752,-159.319,301.33,71,40,1.34,light rain
575,Rikitea,PF,-23.1203,-134.9692,297.72,74,50,9.64,scattered clouds
576,Tuktoyaktuk,CA,69.4541,-133.0374,271.15,93,90,5.14,overcast clouds
577,Ushuaia,AR,-54.8,-68.3,272.96,100,90,13.38,light snow
578,Rikitea,PF,-23.1203,-134.9692,297.72,74,50,9.64,scattered clouds
579,Bambous Virieux,MU,-20.3428,57.7575,296.05,88,40,4.04,scattered clouds
580,Halifax,CA,44.6453,-63.5724,286.86,51,75,1.79,broken clouds
581,Rikitea,PF,-23.1203,-134.9692,297.72,74,50,9.64,scattered clouds
582,Arraial do Cabo,BR,-22.9661,-42.0278,298.07,83,0,6.17,clear sky
583,Mar del Plata,AR,-38.0023,-57.5575,287.16,55,40,4.47,light rain
584,Bluff,NZ,-46.6,168.3333,283.04,81,100,11.52,light rain
585,Khasan,RU,42.4308,130.6434,283.57,91,97,2.77,overcast clouds
586,Avarua,CK,-21.2078,-159.775,300.18,65,20,5.14,few clouds
587,Mar del Plata,AR,-38.0023,-57.5575,287.16,55,40,4.02,scattered clouds
588,Busselton,AU,-33.65,115.3333,288.2,89,69,4.77,broken clouds
589,Kapaa,US,22.0752,-159.319,301.33,71,40,1.34,light rain
590,Port Alfred,ZA,-33.5906,26.891,290.63,75,1,10.25,clear sky
591,Butaritari,KI,3.0707,172.7902,301.01,79,64,5.78,light rain
592,Kokopo,PG,-4.352,152.2633,299.1,86,100,4.89,overcast clouds
593,Geraldton,AU,-28.7667,114.6,292.38,88,75,5.79,broken clouds
594,Qaanaaq,GL,77.484,-69.3632,277.87,85,100,1.05,overcast clouds
595,Shyryayeve,UA,47.3805,30.1964,288.89,94,52,3.42,broken clouds
596,Bilma,NE,18.6853,12.9164,305.52,8,81,3.24,broken clouds
597,Vrangel',RU,42.7297,133.0839,283.59,90,100,1.58,overcast clouds
598,Rikitea,PF,-23.1203,-134.9692,297.72,74,50,9.64,scattered clouds
599,Puerto Colombia,CO,10.9878,-74.9547,302.2,81,100,7.82,overcast clouds
600,Gejiu,CN,23.306,103.1635,287.94,94,67,1.02,broken clouds
601,Rikitea,PF,-23.1203,-134.9692,297.72,74,50,9.64,scattered clouds
602,Kaitangata,NZ,-46.2817,169.8464,284.78,80,100,5.23,moderate rain
603,Rochegda,RU,62.8,43.25,278.21,99,98,2.13,overcast clouds
604,Betioky,MG,-23.7167,44.3833,288.67,82,0,0.68,clear sky
605,Byron Bay,AU,-28.65,153.6167,289.29,72,82,7.71,light rain
606,Punta Arenas,CL,-53.15,-70.9167,276.21,60,40,8.89,scattered clouds
607,Adrar,MR,20.5022,-10.0711,307.88,12,96,1.69,overcast clouds
608,Talaya,RU,61.3833,152.75,277.86,58,100,5.16,overcast clouds
609,Bethel,US,41.3712,-73.414,287.61,77,100,3.1,moderate rain
610,Makakilo City,US,21.3469,-158.0858,301.27,56,75,6.17,broken clouds
611,Batagay,RU,67.6333,134.6333,281.53,59,18,6.67,few clouds
612,Castro,BR,-24.7911,-50.0119,292.58,72,62,3.99,broken clouds
613,Mataura,NZ,-46.1927,168.8643,282.86,96,100,2.23,light rain
614,Bambous Virieux,MU,-20.3428,57.7575,296.05,88,40,4.04,scattered clouds
615,Bluff,NZ,-46.6,168.3333,283.04,81,100,11.15,light rain
616,Lompoc,US,34.6391,-120.4579,296.54,75,90,7.2,overcast clouds
617,Vigo,ES,42.2328,-8.7226,289.29,89,0,0.0,clear sky
618,Atuona,PF,-9.8,-139.0333,299.46,75,7,6.95,clear sky
619,Northam,GB,51.0333,-4.2167,287.2,85,100,2.5,overcast clouds
620,Busselton,AU,-33.65,115.3333,288.75,89,59,4.44,broken clouds
621,Vaini,TO,-21.2,-175.2,297.24,78,75,0.51,broken clouds
622,Taitung City,TW,22.7583,121.1444,300.8,79,99,1.94,overcast clouds
623,Tiksi,RU,71.6872,128.8694,273.46,97,100,5.86,overcast clouds
624,Ushuaia,AR,-54.8,-68.3,272.96,100,90,13.38,light snow
625,Boralday,KZ,43.3578,76.8594,290.07,59,75,1.45,broken clouds
626,Shubarshi,KZ,48.5872,57.1869,294.84,41,85,4.88,overcast clouds
627,Hobart,AU,-42.8794,147.3294,279.07,80,75,0.89,broken clouds
628,Ushuaia,AR,-54.8,-68.3,272.96,100,90,13.38,light snow
629,Rikitea,PF,-23.1203,-134.9692,297.72,74,50,9.64,scattered clouds
630,Bhīmunipatnam,IN,17.8833,83.4333,303.88,80,93,2.27,overcast clouds
631,Tiksi,RU,71.6872,128.8694,273.52,97,100,5.88,overcast clouds
632,Lebu,CL,-37.6167,-73.65,284.92,87,95,3.19,overcast clouds
633,Iqaluit,CA,63.7506,-68.5145,271.0,74,75,9.77,broken clouds
634,Carnarvon,AU,-24.8667,113.6333,293.19,100,75,2.57,broken clouds
635,Orbetello,IT,42.4408,11.2196,291.27,78,100,1.65,overcast clouds
636,Mar del Plata,AR,-38.0023,-57.5575,287.16,55,40,4.92,scattered clouds
637,Togur,RU,58.3631,82.8265,272.6,76,7,2.89,clear sky
638,Jamestown,US,42.097,-79.2353,282.77,94,90,3.58,light rain
639,San Jose,US,37.3394,-121.895,303.07,50,40,5.66,scattered clouds
640,Ariquemes,BR,-9.9133,-63.0408,299.69,68,85,1.34,overcast clouds
641,Usinsk,RU,65.9939,57.5281,279.08,83,100,9.29,overcast clouds
642,Butaritari,KI,3.0707,172.7902,301.01,79,64,5.78,light rain
643,Lata,PT,40.1629,-8.3327,290.33,96,7,1.25,clear sky
644,Mataura,NZ,-46.1927,168.8643,282.86,96,100,2.23,overcast clouds
645,Rikitea,PF,-23.1203,-134.9692,297.72,74,50,9.64,scattered clouds
646,Avera,US,33.194,-82.5271,306.08,39,92,4.19,overcast clouds
647,Busselton,AU,-33.65,115.3333,288.75,89,59,4.44,broken clouds
648,Winchester,GB,51.0651,-1.3187,288.61,55,75,1.75,broken clouds
649,Katsuura,JP,35.1333,140.3,295.48,88,100,8.9,overcast clouds
650,Yangi Marg`ilon,UZ,40.4272,71.7189,296.83,35,1,4.12,clear sky
651,Shahreza,IR,32.0339,51.8794,294.68,20,28,1.39,scattered clouds
652,Tautira,PF,-17.7333,-149.15,304.16,76,33,3.16,scattered clouds
653,Albany,US,42.6001,-73.9662,283.65,86,100,2.4,moderate rain
654,Bluff,NZ,-46.6,168.3333,283.04,81,100,11.52,overcast clouds
655,Vila Velha,BR,-20.3297,-40.2925,298.12,85,0,3.58,clear sky
656,Urengoy,RU,65.9667,78.3667,272.13,78,13,2.86,few clouds
657,Wattegama,LK,6.7989,81.4808,298.66,84,99,1.09,overcast clouds
658,Cayenne,GF,4.9333,-52.3333,300.17,85,75,1.34,broken clouds
659,Yellowknife,CA,62.456,-114.3525,288.33,41,40,1.34,scattered clouds
660,Avarua,CK,-21.2078,-159.775,300.18,65,20,5.14,few clouds
661,Mataura,NZ,-46.1927,168.8643,282.86,96,100,2.23,overcast clouds
662,Pevek,RU,69.7008,170.3133,276.4,74,92,0.86,overcast clouds
663,Hambantota,LK,6.1241,81.1185,299.34,94,0,8.58,clear sky
664,Dzilam González,MX,21.2833,-88.9333,303.48,59,6,4.72,clear sky
665,Poros,GR,37.4994,23.4536,297.39,79,58,4.75,broken clouds
666,Puerto Suárez,BO,-18.95,-57.8,304.46,74,0,3.09,clear sky
667,Constitución,CL,-35.3333,-72.4167,285.44,76,73,2.41,broken clouds
668,Carnarvon,AU,-24.8667,113.6333,293.19,100,75,2.57,broken clouds
669,Pakdasht,IR,35.4752,51.6807,298.99,17,6,2.34,clear sky
670,Kota Kinabalu,MY,5.9749,116.0724,299.14,89,20,0.0,few clouds
671,Port Alfred,ZA,-33.5906,26.891,290.53,73,1,10.5,clear sky
672,Tavistock,GB,50.5494,-4.1442,287.43,84,99,0.89,overcast clouds
673,Salalah,OM,17.0151,54.0924,301.2,89,20,2.57,few clouds
674,Cape Town,ZA,-33.9258,18.4232,288.64,90,75,0.45,light rain
675,Jalu,LY,29.0331,21.5482,303.89,19,28,3.88,scattered clouds
676,Ashtian,IR,34.5217,50.0019,292.6,25,4,1.59,clear sky
677,Mount Gambier,AU,-37.8333,140.7667,274.1,100,40,0.0,snow
678,Buraidah,SA,26.326,43.975,308.4,15,90,4.74,overcast clouds
679,Meadow Lake,US,34.8014,-106.5436,305.21,9,3,6.34,clear sky
680,Zhengjiatun,CN,43.5064,123.5064,288.28,49,68,2.79,broken clouds
681,Pevek,RU,69.7008,170.3133,276.4,74,92,0.86,overcast clouds
682,Bluff,NZ,-46.6,168.3333,283.04,81,100,11.52,overcast clouds
683,Tuktoyaktuk,CA,69.4541,-133.0374,271.15,93,90,5.14,overcast clouds
684,Nome,US,64.5011,-165.4064,285.19,29,1,10.29,clear sky
685,Jamestown,US,42.097,-79.2353,282.77,94,90,3.58,light rain
686,Albany,US,42.6001,-73.9662,283.65,86,100,2.4,moderate rain
687,Vaini,TO,-21.2,-175.2,297.24,78,75,0.51,broken clouds
688,Albany,US,42.6001,-73.9662,284.21,85,100,2.4,moderate rain
689,Cape Town,ZA,-33.9258,18.4232,288.64,93,75,0.45,light rain
690,Duarte,US,34.1394,-117.9773,309.06,45,1,1.79,clear sky
691,Cartagena,CO,10.3997,-75.5144,301.94,84,75,6.17,broken clouds
692,Albany,US,42.6001,-73.9662,283.65,86,100,2.4,moderate rain
693,Vredendal,ZA,-31.6683,18.5012,286.54,92,43,0.96,scattered clouds
694,Moanda,GA,-1.5575,13.2178,295.77,90,99,0.55,overcast clouds
695,Aksarka,RU,66.5606,67.7975,277.37,60,90,4.57,overcast clouds
696,Port Lincoln,AU,-34.7333,135.8667,286.47,78,71,4.75,broken clouds
697,Poum,NC,-20.2333,164.0167,295.78,62,10,6.94,clear sky
