,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
1048,Beruwala,LK,6.4788,79.9828,299.78,86,94,5.18,overcast clouds
1049,Pacific Grove,US,36.6177,-121.9166,299.9,77,40,1.79,scattered clouds
1050,Butaritari,KI,3.0707,172.7902,301.01,79,64,5.78,light rain
1051,Rikitea,PF,-23.1203,-134.9692,297.72,74,50,9.64,scattered clouds
1052,Ushuaia,AR,-54.8,-68.3,272.96,100,90,13.38,snow
1053,Thompson,CA,55.7435,-97.8558,289.24,29,75,7.72,broken clouds
1054,Nome,US,64.5011,-165.4064,285.19,29,1,10.29,clear sky
1055,Rikitea,PF,-23.1203,-134.9692,297.72,74,50,9.64,scattered clouds
1056,Mar del Plata,AR,-38.0023,-57.5575,287.16,51,40,4.02,scattered clouds
1057,Ushuaia,AR,-54.8,-68.3,272.96,100,90,13.38,snow
1058,Gōtsuchō,JP,35.0,132.2167,290.47,85,21,7.24,few clouds
1059,Khatanga,RU,71.9667,102.5,277.14,80,100,5.63,overcast clouds
1060,Hobart,AU,-42.8794,147.3294,279.07,80,75,0.89,broken clouds
1061,Ballina,AU,-28.8667,153.5667,285.13,62,75,5.66,broken clouds
1062,Vaini,TO,-21.2,-175.2,297.24,78,75,0.51,broken clouds
1063,Hermanus,ZA,-34.4187,19.2345,288.09,86,2,6.17,light rain
1064,Barra de Tecoanapa,MX,16.5167,-98.75,304.7,59,81,5.31,broken clouds
1065,Grand Gaube,MU,-20.0064,57.6608,296.14,78,17,1.34,few clouds
1066,Pravia,ES,43.4906,-6.1508,287.63,94,75,0.9,broken clouds
1067,Vila Velha,BR,-20.3297,-40.2925,298.12,87,0,2.24,clear sky
1068,Anadyr,RU,64.75,177.4833,278.43,52,0,2.68,clear sky
1069,Chui,UY,-33.6971,-53.4616,287.2,86,100,2.56,overcast clouds
1070,Cape Town,ZA,-33.9258,18.4232,289.2,92,75,1.34,broken clouds
1071,Pedernales,DO,18.0384,-71.744,301.27,68,50,2.73,scattered clouds
1072,Greenfield,US,42.9614,-88.0126,283.51,72,100,4.02,overcast clouds
1073,Chimoio,MZ,-19.1164,33.4833,289.07,72,0,0.0,clear sky
1074,Mataura,NZ,-46.1927,168.8643,282.86,96,100,2.23,light rain
1075,Bazaliia,UA,49.7127,26.4733,283.7,95,100,5.64,overcast clouds
1076,New Norfolk,AU,-42.7826,147.0587,280.88,74,19,0.45,few clouds
1077,Hermanus,ZA,-34.4187,19.2345,288.09,86,2,6.17,light rain
1078,Thakurgaon,BD,26.0333,88.4667,298.7,80,100,1.59,overcast clouds
1079,Jamestown,US,42.097,-79.2353,282.77,94,100,3.58,light rain
1080,Albany,US,42.6001,-73.9662,283.78,86,100,2.4,moderate rain
1081,Hobart,AU,-42.8794,147.3294,279.07,80,75,0.89,broken clouds
1082,Ushuaia,AR,-54.8,-68.3,272.96,100,90,13.38,snow
1083,Fernie,CA,49.5,-115.0687,284.83,53,100,5.49,overcast clouds
1084,Nyagan,RU,62.1406,65.3936,278.22,93,68,2.47,broken clouds
1085,Punta Arenas,CL,-53.15,-70.9167,275.99,60,70,8.89,broken clouds
1086,Newport,GB,51.5877,-2.9984,288.21,87,100,2.54,overcast clouds
1087,Hermanus,ZA,-34.4187,19.2345,288.09,86,2,6.17,light rain
1088,Karpogory,RU,64.0019,44.4451,277.52,98,100,3.18,overcast clouds
1089,Kununurra,AU,-15.7667,128.7333,293.14,40,56,5.14,broken clouds
1090,Mergen,CN,49.1833,125.2167,285.76,64,95,1.77,overcast clouds
1091,Port Alfred,ZA,-33.5906,26.891,290.53,73,1,10.5,clear sky
1092,Kapaa,US,22.0752,-159.319,302.14,73,15,1.34,few clouds
1093,São Filipe,CV,14.8961,-24.4956,296.19,77,13,5.08,few clouds
1094,Hermanus,ZA,-34.4187,19.2345,288.09,86,2,6.17,light rain
1095,Longyearbyen,SJ,78.2186,15.6401,272.06,64,75,6.69,broken clouds
1096,Khatanga,RU,71.9667,102.5,277.14,80,100,5.63,overcast clouds
1097,Shingū,JP,33.7333,135.9833,294.21,86,100,1.68,overcast clouds
1098,Mar del Plata,AR,-38.0023,-57.5575,287.16,51,40,4.02,scattered clouds
1099,Cairns,AU,-16.9167,145.7667,294.32,73,90,4.12,overcast clouds
1100,Vaini,TO,-21.2,-175.2,297.24,78,75,0.51,broken clouds
1101,Ancud,CL,-41.8697,-73.8203,282.27,68,70,3.77,broken clouds
1102,Qaanaaq,GL,77.484,-69.3632,277.87,85,100,1.05,overcast clouds
1103,Hithadhoo,MV,-0.6,73.0833,301.29,76,85,7.6,overcast clouds
1104,Olafsvik,IS,64.8945,-23.7142,282.98,78,100,12.85,moderate rain
1105,Mossamedes,AO,-15.1961,12.1522,296.49,64,0,1.88,clear sky
1106,Hobart,AU,-42.8794,147.3294,279.07,80,75,0.89,broken clouds
1107,Rikitea,PF,-23.1203,-134.9692,297.72,74,50,9.64,scattered clouds
1108,Bandarbeyla,SO,9.4942,50.8122,299.75,80,9,9.53,clear sky
1109,Port Elizabeth,ZA,-33.918,25.5701,289.87,70,2,9.91,clear sky
1110,Lebu,CL,-37.6167,-73.65,284.92,87,95,3.19,overcast clouds
1111,Cherskiy,RU,68.75,161.3,284.13,38,61,7.51,broken clouds
1112,Zambrano,CO,9.7472,-74.8153,300.58,85,95,3.0,overcast clouds
1113,Koungou,YT,-12.7336,45.2042,297.99,73,0,2.28,clear sky
1114,Lodja,CD,-3.4833,23.4333,298.49,60,99,0.12,overcast clouds
1115,Bethel,US,41.3712,-73.414,286.13,85,100,3.1,light rain
1116,Albany,US,42.6001,-73.9662,283.01,87,100,2.4,moderate rain
1117,Bluff,NZ,-46.6,168.3333,283.04,81,100,11.52,light rain
1118,Bredasdorp,ZA,-34.5322,20.0403,286.64,84,6,5.32,clear sky
1119,Comodoro Rivadavia,AR,-45.8667,-67.5,279.27,38,28,6.12,scattered clouds
1120,Tulum,MX,20.2167,-87.4667,304.25,63,17,4.26,few clouds
1121,Haifa,IL,32.8156,34.9892,292.71,87,0,2.71,clear sky
1122,Ouallam,NE,14.3188,2.0866,307.68,16,86,4.58,overcast clouds
1123,Sirte,LY,31.2089,16.5887,300.71,41,40,7.85,scattered clouds
1124,Margate,GB,51.3813,1.3862,286.1,80,100,0.45,overcast clouds
1125,Upernavik,GL,72.7868,-56.1549,274.63,91,24,1.08,few clouds
1126,Kapaa,US,22.0752,-159.319,302.14,73,15,1.34,few clouds
1127,Te Anau,NZ,-45.4167,167.7167,277.46,98,100,2.82,moderate rain
1128,Jamestown,US,42.097,-79.2353,282.77,94,100,3.58,light rain
1129,Ushuaia,AR,-54.8,-68.3,272.96,100,90,13.38,snow
1130,Vaini,TO,-21.2,-175.2,297.24,78,75,0.51,broken clouds
1131,Bredasdorp,ZA,-34.5322,20.0403,286.64,84,6,5.32,clear sky
1132,Dikson,RU,73.5069,80.5464,267.09,95,100,2.0,overcast clouds
1133,Albany,US,42.6001,-73.9662,283.23,87,100,2.4,moderate rain
1134,Laas,IT,46.6166,10.7002,285.02,70,50,1.52,scattered clouds
1135,Cockburn Town,TC,21.4612,-71.1419,299.48,75,99,6.64,overcast clouds
1136,Mahébourg,MU,-20.4081,57.7,296.07,82,51,3.66,broken clouds
1137,Sinop Province,TR,41.7711,34.8709,287.09,83,99,1.62,overcast clouds
1138,Nushki,PK,29.5542,66.0215,299.02,19,1,0.5,clear sky
1139,Tiksi,RU,71.6872,128.8694,273.52,97,100,5.88,overcast clouds
1140,Kaitangata,NZ,-46.2817,169.8464,284.78,82,100,5.23,overcast clouds
1141,Karasjok,NO,69.4719,25.5112,274.21,79,63,4.33,broken clouds
1142,Mataura,NZ,-46.1927,168.8643,282.86,96,100,2.23,light rain
1143,Khatanga,RU,71.9667,102.5,277.14,80,100,5.63,overcast clouds
1144,Rikitea,PF,-23.1203,-134.9692,297.72,74,50,9.64,scattered clouds
1145,Bluff,NZ,-46.6,168.3333,283.04,81,100,11.52,light rain
1146,Bluff,NZ,-46.6,168.3333,283.04,81,100,11.52,light rain
1147,Nawāda,IN,24.8833,85.5333,298.54,89,46,3.18,scattered clouds
1148,Ilulissat,GL,69.2167,-51.1,282.16,46,3,0.51,clear sky
1149,Rikitea,PF,-23.1203,-134.9692,297.72,74,50,9.64,scattered clouds
1150,Saýat,TM,38.7839,63.8803,304.06,17,34,6.05,scattered clouds
1151,Cherskiy,RU,68.75,161.3,284.13,38,61,7.51,broken clouds
1152,Anloga,GH,5.7947,0.8973,301.18,82,90,4.35,overcast clouds
1153,Pec,XK,42.6591,20.2883,283.31,87,58,2.13,broken clouds
1154,Jamestown,US,42.097,-79.2353,282.77,94,100,3.58,light rain
1155,Kyzyl-Suu,KG,42.3414,78.0056,285.32,71,38,0.92,scattered clouds
1156,Severo-Kuril'sk,RU,50.6789,156.125,277.88,83,89,3.74,overcast clouds
1157,Dingle,PH,10.9995,122.6711,299.21,88,100,0.69,overcast clouds
1158,Khani,GE,41.9563,42.9566,283.91,80,65,2.75,broken clouds
1159,Hobart,AU,-42.8794,147.3294,279.07,80,75,0.89,broken clouds
1160,Punta Arenas,CL,-53.15,-70.9167,275.99,60,70,8.89,broken clouds
1161,Solenzo,BF,12.1833,-4.0833,305.03,44,95,2.63,overcast clouds
1162,Davila,PH,18.4726,120.5763,301.57,76,76,2.25,broken clouds
1163,Hermanus,ZA,-34.4187,19.2345,288.09,86,2,6.17,light rain
1164,Sungai Penuh,ID,-2.0833,101.3833,291.71,97,100,0.23,light rain
1165,Umluj,SA,25.0213,37.2685,302.97,60,100,3.08,overcast clouds
1166,Mastic Beach,US,40.7668,-72.8521,286.46,86,95,2.68,light rain
1167,Ancud,CL,-41.8697,-73.8203,282.27,68,70,3.77,broken clouds
1168,Nikolskoye,RU,59.7035,30.7861,283.37,82,90,2.49,overcast clouds
1169,Kamenka,RU,51.3223,42.7678,289.18,65,97,2.44,overcast clouds
1170,Albany,US,42.6001,-73.9662,283.23,87,100,2.4,moderate rain
1171,Ushuaia,AR,-54.8,-68.3,272.96,100,90,13.38,snow
1172,Ushuaia,AR,-54.8,-68.3,271.96,100,90,12.86,snow
1173,Souillac,MU,-20.5167,57.5167,296.13,83,33,2.79,scattered clouds
1174,Rikitea,PF,-23.1203,-134.9692,297.72,74,50,9.64,scattered clouds
1175,Safaga,EG,26.7292,33.9365,303.57,26,0,8.54,clear sky
1176,Atuona,PF,-9.8,-139.0333,299.41,75,11,6.72,few clouds
1177,Arona,ES,28.0996,-16.681,290.27,68,75,1.79,broken clouds
1178,Los Llanos de Aridane,ES,28.6585,-17.9182,291.01,90,0,5.05,clear sky
1179,Castro,BR,-24.7911,-50.0119,293.57,66,72,5.64,broken clouds
1180,Albany,US,42.6001,-73.9662,283.23,87,100,2.4,moderate rain
1181,Adelaide,AU,-34.9333,138.6,282.7,82,0,2.57,clear sky
1182,Vila,PT,42.0304,-8.1588,286.32,77,9,1.3,clear sky
1183,Ixtapa,MX,20.7,-105.2,301.72,70,1,7.2,clear sky
1184,Clarence Town,AU,-32.5833,151.7833,284.6,67,99,2.57,overcast clouds
1185,Puerto Ayora,EC,-0.7393,-90.3518,300.13,88,73,2.68,broken clouds
1186,Pangnirtung,CA,66.1451,-65.7125,273.19,86,98,2.12,overcast clouds
1187,Severo-Kuril'sk,RU,50.6789,156.125,277.88,83,89,3.74,overcast clouds
1188,Lira,UG,2.235,32.9097,291.81,91,69,0.41,light rain
1189,Myanaung,MM,18.2833,95.3167,301.58,70,98,0.77,overcast clouds
1190,Boulder City,US,35.9786,-114.8325,310.57,7,1,5.66,clear sky
1191,Havøysund,NO,70.9963,24.6622,274.64,65,100,7.92,overcast clouds
1192,Rikitea,PF,-23.1203,-134.9692,297.72,74,50,9.64,scattered clouds
1193,Ribeira Grande,PT,38.5167,-28.7,290.18,70,99,2.77,overcast clouds
1194,Barrow,US,71.2906,-156.7887,272.68,86,45,2.99,scattered clouds
1195,Rikitea,PF,-23.1203,-134.9692,297.72,74,50,9.64,scattered clouds
1196,Bambous Virieux,MU,-20.3428,57.7575,296.05,82,66,4.04,broken clouds
1197,Aswān,EG,24.0934,32.907,305.68,11,85,7.8,overcast clouds
1198,Tiksi,RU,71.6872,128.8694,273.52,97,100,5.88,overcast clouds
1199,Rikitea,PF,-23.1203,-134.9692,297.72,74,50,9.64,scattered clouds
1200,Busselton,AU,-33.65,115.3333,289.29,89,59,4.44,broken clouds
1201,Huarmey,PE,-10.0681,-78.1522,293.91,82,17,4.47,few clouds
1202,San-Pédro,CI,4.7485,-6.6363,300.33,84,100,3.44,overcast clouds
1203,Puerto Ayora,EC,-0.7393,-90.3518,300.13,88,73,2.68,broken clouds
1204,Rosita,NI,13.9268,-84.4032,306.89,39,32,3.07,scattered clouds
1205,Kuandian,CN,40.7286,124.7847,283.33,89,99,1.16,overcast clouds
1206,Rikitea,PF,-23.1203,-134.9692,297.72,74,50,9.64,scattered clouds
1207,Mataura,NZ,-46.1927,168.8643,282.86,96,100,2.23,light rain
1208,Cape Town,ZA,-33.9258,18.4232,289.2,92,75,1.34,broken clouds
1209,Vaini,TO,-21.2,-175.2,297.24,78,75,0.51,broken clouds
1210,Ponta do Sol,PT,32.6667,-17.1,293.71,83,96,1.88,overcast clouds
1211,Sinnamary,GF,5.3833,-52.95,298.37,89,85,4.99,overcast clouds
1212,Catanzaro,IT,38.8908,16.5987,290.4,70,93,1.44,overcast clouds
1213,Ostrovnoy,RU,68.0531,39.5131,274.52,93,97,6.64,light rain
1214,Upernavik,GL,72.7868,-56.1549,274.63,91,24,1.08,few clouds
1215,Bredasdorp,ZA,-34.5322,20.0403,286.64,84,6,5.32,clear sky
1216,Shihezi,CN,44.3,86.0333,294.33,48,93,1.31,overcast clouds
1217,Hermanus,ZA,-34.4187,19.2345,288.09,86,2,6.17,light rain
1218,Deputatsky,RU,69.3,139.9,281.3,51,20,7.34,few clouds
1219,Hong Kong,HK,22.2855,114.1577,303.13,84,92,2.24,overcast clouds
1220,Rikitea,PF,-23.1203,-134.9692,297.72,74,50,9.64,scattered clouds
1221,Kruisfontein,ZA,-34.0033,24.7314,288.09,76,11,8.9,few clouds
1222,Jamestown,US,42.097,-79.2353,282.77,94,100,3.58,light rain
1223,Tegul'det,RU,57.3064,88.1667,273.52,76,86,2.53,overcast clouds
1224,Yellowknife,CA,62.456,-114.3525,288.33,41,31,1.79,scattered clouds
1225,Tuktoyaktuk,CA,69.4541,-133.0374,271.15,93,90,5.14,overcast clouds
1226,Nikolskoye,RU,59.7035,30.7861,283.37,82,90,2.49,overcast clouds
1227,Mataura,NZ,-46.1927,168.8643,282.86,96,100,2.23,light rain
1228,Hermanus,ZA,-34.4187,19.2345,288.09,86,2,6.17,light rain
1229,Kruisfontein,ZA,-34.0033,24.7314,288.09,76,11,8.9,few clouds
1230,Bluff,NZ,-46.6,168.3333,283.04,81,100,11.52,overcast clouds
1231,Narsaq,GL,60.9167,-46.05,286.27,45,95,7.23,overcast clouds
1232,Port Alfred,ZA,-33.5906,26.891,290.53,73,1,10.5,clear sky
1233,NEDJO,ET,9.5046,35.5019,288.06,92,16,0.74,few clouds
1234,Vaini,TO,-21.2,-175.2,298.24,73,40,1.54,scattered clouds
1235,Alofi,NU,-19.0595,-169.9187,298.41,76,89,4.58,overcast clouds
1236,Punta Arenas,CL,-53.15,-70.9167,275.99,60,70,8.89,broken clouds
1237,Gladstone,AU,-23.85,151.25,289.14,51,68,2.57,broken clouds
1238,Namatanai,PG,-3.6667,152.4333,300.16,81,93,4.57,overcast clouds
1239,Ketchikan,US,55.3422,-131.6461,283.96,70,100,3.62,overcast clouds
1240,Najrān,SA,17.4924,44.1277,299.66,19,12,1.76,few clouds
1241,Sishui,CN,35.6489,117.2758,295.47,23,8,3.6,clear sky
1242,Atuona,PF,-9.8,-139.0333,299.41,75,11,6.72,few clouds
1243,Luanda,AO,-8.8368,13.2343,298.15,88,75,3.09,broken clouds
1244,Mataura,NZ,-46.1927,168.8643,282.86,96,100,2.23,overcast clouds
1245,Nanortalik,GL,60.1432,-45.2371,276.8,83,99,2.93,overcast clouds
1246,Khatanga,RU,71.9667,102.5,277.14,80,100,5.63,overcast clouds
1247,Nome,US,64.5011,-165.4064,284.35,40,59,6.17,broken clouds
1248,Cape Town,ZA,-33.9258,18.4232,289.2,91,5,1.34,clear sky
1249,Bluff,NZ,-46.6,168.3333,283.04,81,100,11.52,light rain
1250,Sur,OM,22.5667,59.5289,304.31,43,1,3.85,clear sky
1251,Scarborough,GB,54.2797,-0.4044,286.99,88,66,0.89,broken clouds
1252,Rikitea,PF,-23.1203,-134.9692,297.72,74,50,9.64,scattered clouds
1253,Kapaa,US,22.0752,-159.319,302.14,72,15,1.79,few clouds
1254,Cabo San Lucas,MX,22.8909,-109.9124,310.82,27,20,3.6,few clouds
1255,New Norfolk,AU,-42.7826,147.0587,278.87,75,19,0.45,few clouds
1256,Cape Town,ZA,-33.9258,18.4232,289.2,91,5,1.34,clear sky
1257,Aklavik,CA,68.2191,-135.0107,275.32,61,100,6.28,overcast clouds
1258,East London,ZA,-33.0153,27.9116,290.91,63,1,6.25,clear sky
1259,Cape Town,ZA,-33.9258,18.4232,289.2,91,5,1.34,clear sky
1260,Gamba,GA,-2.65,10.0,297.69,93,69,1.71,broken clouds
1261,Álamos,MX,27.0167,-108.9333,308.55,8,6,4.33,clear sky
1262,Castro,BR,-24.7911,-50.0119,293.57,66,72,5.64,broken clouds
1263,Bria,CF,6.5423,21.9863,295.89,83,93,2.28,light rain
1264,Zyryanka,RU,65.75,150.85,283.41,52,8,7.0,clear sky
1265,Avarua,CK,-21.2078,-159.775,299.18,65,100,5.66,overcast clouds
1266,Kalmunai,LK,7.4167,81.8167,300.03,79,97,2.68,overcast clouds
1267,Richards Bay,ZA,-28.783,32.0377,293.8,77,60,4.63,broken clouds
1268,Norman Wells,CA,65.282,-126.8329,276.83,77,100,5.98,overcast clouds
1269,Ushuaia,AR,-54.8,-68.3,271.96,100,90,12.86,snow
1270,Esperance,AU,-33.8667,121.9,288.57,76,100,6.51,overcast clouds
1271,Tondano,ID,1.3038,124.9112,293.2,95,14,1.1,few clouds
1272,Nioro,GM,13.35,-15.75,300.7,43,0,4.98,clear sky
1273,Constitución,CL,-35.3333,-72.4167,285.44,76,73,2.41,broken clouds
1274,Baruun-Urt,MN,46.6806,113.2792,279.96,76,0,0.98,clear sky
1275,Rikitea,PF,-23.1203,-134.9692,297.72,74,50,9.64,scattered clouds
1276,Zambezi,ZM,-13.5432,23.1047,284.63,45,0,1.59,clear sky
1277,Bairiki Village,KI,1.3292,172.9752,302.15,79,75,5.13,light rain
1278,Hobart,AU,-42.8794,147.3294,279.07,80,75,2.24,broken clouds
1279,Adrar,MR,20.5022,-10.0711,307.88,12,96,1.69,overcast clouds
1280,Hilo,US,19.7297,-155.09,300.26,71,33,2.68,scattered clouds
1281,Jamestown,US,42.097,-79.2353,282.77,94,100,3.58,light rain
1282,Hilo,US,19.7297,-155.09,300.26,71,33,2.68,scattered clouds
1283,Kapaa,US,22.0752,-159.319,302.14,72,15,1.79,few clouds
1284,San Jerónimo,PE,-11.9472,-75.2829,288.72,50,17,2.02,few clouds
1285,Carnarvon,AU,-24.8667,113.6333,294.19,94,90,1.54,overcast clouds
1286,Puerto Ayora,EC,-0.7393,-90.3518,300.13,88,73,2.68,broken clouds
1287,Grand Gaube,MU,-20.0064,57.6608,296.14,77,17,0.89,few clouds
1288,Mayo,US,38.8876,-76.5119,296.34,81,40,6.26,scattered clouds
1289,Hobart,AU,-42.8794,147.3294,279.07,80,75,2.24,broken clouds
1290,Qaanaaq,GL,77.484,-69.3632,277.87,85,100,1.05,overcast clouds
1291,Rikitea,PF,-23.1203,-134.9692,297.72,74,50,9.64,scattered clouds
1292,Ulladulla,AU,-35.35,150.4667,283.64,63,43,6.48,scattered clouds
1293,Ushuaia,AR,-54.8,-68.3,272.96,100,90,13.38,snow
1294,Ushuaia,AR,-54.8,-68.3,271.96,100,90,12.86,snow
1295,Thompson,CA,55.7435,-97.8558,291.53,23,100,8.1,overcast clouds
1296,Wamba,NG,8.9333,8.6,299.97,65,38,2.31,light rain
1297,Antofagasta,CL,-23.65,-70.4,290.75,80,6,1.91,clear sky
1298,Bengkulu,ID,-3.8004,102.2655,297.31,89,92,0.53,overcast clouds
1299,Port Alfred,ZA,-33.5906,26.891,290.53,73,1,10.5,clear sky
1300,Poum,NC,-20.2333,164.0167,295.78,62,10,6.94,clear sky
1301,Bredasdorp,ZA,-34.5322,20.0403,287.77,77,6,5.32,clear sky
1302,Punta Arenas,CL,-53.15,-70.9167,275.99,60,70,8.89,broken clouds
1303,Thompson,CA,55.7435,-97.8558,291.53,23,100,8.1,overcast clouds
1304,Ushuaia,AR,-54.8,-68.3,271.96,100,90,12.86,snow
1305,Puerto Ayora,EC,-0.7393,-90.3518,300.13,88,73,2.68,broken clouds
1306,Avarua,CK,-21.2078,-159.775,299.18,65,100,5.66,overcast clouds
1307,Hilo,US,19.7297,-155.09,300.26,71,33,2.68,scattered clouds
1308,Kapaa,US,22.0752,-159.319,302.14,72,15,1.79,few clouds
1309,Nikolskoye,RU,59.7035,30.7861,283.37,82,90,2.49,overcast clouds
1310,Albany,US,42.6001,-73.9662,283.23,87,100,2.4,moderate rain
1311,Arzachena,IT,41.0769,9.3887,288.84,76,83,1.42,broken clouds
1312,Fria,GN,10.4167,-13.5833,298.02,90,91,0.7,moderate rain
1313,Ushuaia,AR,-54.8,-68.3,271.96,100,90,12.86,snow
1314,Hermanus,ZA,-34.4187,19.2345,288.09,86,2,6.17,light rain
1315,Ribeira Grande,PT,38.5167,-28.7,290.18,70,99,2.77,overcast clouds
1316,Vaini,TO,-21.2,-175.2,298.24,73,40,1.54,scattered clouds
1317,Qaanaaq,GL,77.484,-69.3632,277.87,85,100,1.05,overcast clouds
1318,Arman',RU,59.7,150.1667,276.6,97,100,1.72,light rain
1319,Vanavara,RU,60.34,102.2797,278.14,96,100,4.52,light rain
1320,Solnechnyy,RU,50.7214,136.6319,285.72,68,35,1.79,scattered clouds
1321,Mataura,NZ,-46.1927,168.8643,282.86,96,100,2.23,overcast clouds
1322,Atuona,PF,-9.8,-139.0333,299.41,75,11,6.72,few clouds
1323,Kapaa,US,22.0752,-159.319,302.14,72,15,1.79,few clouds
1324,Galveston,US,29.3669,-94.9669,304.84,76,93,1.79,overcast clouds
1325,Cape Town,ZA,-33.9258,18.4232,289.2,91,5,1.34,clear sky
1326,Ribeira Grande,PT,38.5167,-28.7,290.18,70,99,2.77,overcast clouds
1327,Butaritari,KI,3.0707,172.7902,301.01,79,64,5.78,light rain
1328,Airai,TL,-8.9266,125.4092,287.22,94,88,1.58,overcast clouds
1329,Arraial do Cabo,BR,-22.9661,-42.0278,296.84,85,35,11.9,scattered clouds
1330,Cabo San Lucas,MX,22.8909,-109.9124,310.82,27,20,3.6,few clouds
1331,Severo-Kuril'sk,RU,50.6789,156.125,277.88,83,89,3.74,overcast clouds
1332,Rikitea,PF,-23.1203,-134.9692,297.72,74,50,9.64,scattered clouds
1333,Pisco,PE,-13.7,-76.2167,292.18,88,90,6.69,overcast clouds
1334,Cherskiy,RU,68.75,161.3,284.13,38,61,7.51,broken clouds
1335,George Town,MY,5.4112,100.3354,299.76,91,20,0.81,few clouds
1336,Chui,UY,-33.6971,-53.4616,287.2,86,100,2.56,overcast clouds
1337,Maceió,BR,-9.6658,-35.7353,298.84,78,0,3.99,clear sky
1338,Bambous Virieux,MU,-20.3428,57.7575,296.05,88,40,4.04,scattered clouds
1339,Rikitea,PF,-23.1203,-134.9692,297.72,74,50,9.64,scattered clouds
1340,Butaritari,KI,3.0707,172.7902,301.01,79,64,5.78,light rain
1341,Katobu,ID,-4.9408,122.5276,296.22,90,8,1.26,clear sky
1342,Qaanaaq,GL,77.484,-69.3632,277.87,85,100,1.05,overcast clouds
1343,Hermanus,ZA,-34.4187,19.2345,288.09,86,2,6.17,light rain
1344,Yellowknife,CA,62.456,-114.3525,288.33,41,31,1.79,scattered clouds
1345,Balkanabat,TM,39.5108,54.3671,302.55,33,0,2.64,clear sky
1346,Cape Town,ZA,-33.9258,18.4232,289.2,91,5,1.34,clear sky
1347,Hermanus,ZA,-34.4187,19.2345,288.09,86,2,6.17,light rain
1348,Griffith,US,41.5284,-87.4237,282.94,85,100,1.34,heavy intensity rain
1349,Egvekinot,RU,66.3167,-179.1667,274.68,60,15,3.9,few clouds
1350,Ushuaia,AR,-54.8,-68.3,271.96,100,90,12.86,snow
1351,Rikitea,PF,-23.1203,-134.9692,297.72,74,50,9.64,scattered clouds
1352,Nelson Bay,AU,-32.7167,152.15,284.68,76,100,9.78,overcast clouds
1353,Mossamedes,AO,-15.1961,12.1522,296.49,64,0,1.88,clear sky
1354,Hermanus,ZA,-34.4187,19.2345,288.09,86,2,6.17,light rain
1355,Atuona,PF,-9.8,-139.0333,299.41,75,11,6.72,few clouds
1356,Ushuaia,AR,-54.8,-68.3,271.96,100,90,12.86,snow
1357,Vaini,TO,-21.2,-175.2,298.24,73,40,1.54,scattered clouds
1358,Esperance,AU,-33.8667,121.9,290.06,76,100,6.51,overcast clouds
1359,Butaritari,KI,3.0707,172.7902,301.01,79,64,5.78,light rain
1360,Imeni Poliny Osipenko,RU,52.4201,136.4853,283.22,76,98,2.82,overcast clouds
1361,Hilo,US,19.7297,-155.09,300.26,71,33,2.68,scattered clouds
1362,Skibbereen,IE,51.55,-9.2667,281.04,88,36,1.74,scattered clouds
1363,Upernavik,GL,72.7868,-56.1549,274.63,91,24,1.08,few clouds
1364,Caborca,MX,30.5838,-111.101,307.87,5,1,5.2,clear sky
1365,Berasia,IN,23.6333,77.4333,305.55,39,98,7.22,overcast clouds
1366,Belyy Yar,RU,53.6039,91.3903,279.09,87,0,2.2,clear sky
1367,Mogadishu,SO,2.0371,45.3438,298.99,80,85,5.49,overcast clouds
1368,Muros,ES,42.7762,-9.0603,289.39,81,34,3.64,scattered clouds
1369,Tatarka,RU,44.9589,41.9517,291.05,81,54,1.01,broken clouds
1370,Cherskiy,RU,68.75,161.3,284.13,38,61,7.51,broken clouds
1371,Nikolskoye,RU,59.7035,30.7861,283.37,82,90,2.49,overcast clouds
1372,Busselton,AU,-33.65,115.3333,289.29,89,59,4.44,broken clouds
1373,Ribeira Grande,PT,38.5167,-28.7,290.18,70,99,2.77,overcast clouds
1374,Hermanus,ZA,-34.4187,19.2345,288.09,86,2,6.17,light rain
1375,Ballina,AU,-28.8667,153.5667,286.13,63,90,6.17,light rain
1376,Havre-St-Pierre,CA,50.2334,-63.5986,282.35,40,75,10.8,broken clouds
1377,Xining,CN,36.6167,101.7667,284.74,67,100,1.61,overcast clouds
1378,Butaritari,KI,3.0707,172.7902,301.01,79,64,5.78,light rain
1379,Mahébourg,MU,-20.4081,57.7,296.07,88,40,1.54,scattered clouds
1380,Cape Town,ZA,-33.9258,18.4232,289.2,89,75,0.89,broken clouds
1381,George Town,MY,5.4112,100.3354,299.76,92,20,0.51,few clouds
1382,Busselton,AU,-33.65,115.3333,289.29,89,59,4.44,broken clouds
1383,Qasigiannguit,GL,68.8193,-51.1922,282.29,66,36,0.13,scattered clouds
1384,Vaini,TO,-21.2,-175.2,298.24,73,40,1.54,scattered clouds
1385,Capaci,IT,38.1711,13.2393,293.78,77,0,2.43,clear sky
1386,Puerto Ayora,EC,-0.7393,-90.3518,300.13,88,73,2.68,broken clouds
1387,Narsaq,GL,60.9167,-46.05,286.27,45,95,7.23,overcast clouds
1388,Rondonópolis,BR,-16.4708,-54.6356,300.61,41,98,2.29,overcast clouds
1389,Diffa,NE,13.3154,12.6113,304.25,38,100,3.32,overcast clouds
1390,Albany,US,42.6001,-73.9662,283.23,87,100,2.4,moderate rain
