City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
521,Hithadhoo,MV,28.360000000000014,broken clouds,-0.6,73.0833,Scoop Guest House
522,Faanui,PF,26.640000000000043,scattered clouds,-16.4833,-151.75,Bora-Bora Pearl Beach Resort & Spa
525,Fortuna,US,28.04000000000002,clear sky,40.5982,-124.1573,Super 8 by Wyndham Fortuna
532,Namatanai,PG,26.629999999999995,overcast clouds,-3.6667,152.4333,Namatanai Hotel
533,Touros,BR,26.5,broken clouds,-5.1989,-35.4608,INN NEW HORIZON
536,Puerto Ayora,EC,26.980000000000018,broken clouds,-0.7393,-90.3518,Finch Bay Galapagos Hotel
538,Kapaa,US,28.180000000000007,light rain,22.0752,-159.319,Sheraton Kauai Coconut Beach Resort
539,Avarua,CK,27.03000000000003,few clouds,-21.2078,-159.775,Paradise Inn
541,Kavaratti,IN,28.460000000000036,overcast clouds,10.5669,72.642,Hotels in Lakshadweep Islands
547,Cam Ranh,VN,26.980000000000018,few clouds,11.9214,109.1591,OYO 598 Peony Hotel
548,Atuona,PF,26.310000000000002,clear sky,-9.8,-139.0333,Villa Enata
556,Lorengau,PG,26.970000000000027,overcast clouds,-2.0226,147.2712,Lorengau Harbourside Hotel
561,Atuona,PF,26.310000000000002,clear sky,-9.8,-139.0333,Villa Enata
564,Dingle,PH,26.060000000000002,light rain,10.9995,122.6711,SEGAYA PROPERTY
569,Pacific Grove,US,28.930000000000007,scattered clouds,36.6177,-121.9166,Lovers Point Inn
573,Hithadhoo,MV,28.140000000000043,overcast clouds,-0.6,73.0833,Scoop Guest House
574,Kapaa,US,28.180000000000007,light rain,22.0752,-159.319,Sheraton Kauai Coconut Beach Resort
586,Avarua,CK,27.03000000000003,few clouds,-21.2078,-159.775,Paradise Inn
589,Kapaa,US,28.180000000000007,light rain,22.0752,-159.319,Sheraton Kauai Coconut Beach Resort
591,Butaritari,KI,27.860000000000014,light rain,3.0707,172.7902,Isles Sunset Lodge
592,Kokopo,PG,25.950000000000045,overcast clouds,-4.352,152.2633,Kokopo Beach Bungalow Resort
599,Puerto Colombia,CO,29.05000000000001,overcast clouds,10.9878,-74.9547,Hotel El Emigrante
610,Makakilo City,US,28.120000000000005,broken clouds,21.3469,-158.0858,Marriott's Ko Olina Beach Club
618,Atuona,PF,26.310000000000002,clear sky,-9.8,-139.0333,Villa Enata
622,Taitung City,TW,27.650000000000034,overcast clouds,22.7583,121.1444,Taitung Bali Suites Hotel
639,San Jose,US,29.920000000000016,scattered clouds,37.3394,-121.895,The Westin San Jose
640,Ariquemes,BR,26.54000000000002,overcast clouds,-9.9133,-63.0408,Hotel Sol Nascente - Ariquemes - RO
642,Butaritari,KI,27.860000000000014,light rain,3.0707,172.7902,Isles Sunset Lodge
658,Cayenne,GF,27.02000000000004,broken clouds,4.9333,-52.3333,Hôtel Le Dronmi
660,Avarua,CK,27.03000000000003,few clouds,-21.2078,-159.775,Paradise Inn
663,Hambantota,LK,26.189999999999998,clear sky,6.1241,81.1185,Bungalow 63
669,Pakdasht,IR,25.840000000000032,clear sky,35.4752,51.6807,باران مارال سما
670,Kota Kinabalu,MY,25.99000000000001,few clouds,5.9749,116.0724,Gaya Centre Hotel
673,Salalah,OM,28.05000000000001,few clouds,17.0151,54.0924,HAMDAN PLAZA HOTEL SALALAH
691,Cartagena,CO,28.79000000000002,broken clouds,10.3997,-75.5144,Hotel Colombia Real - Cartagena
700,Maragogi,BR,25.170000000000016,scattered clouds,-9.0122,-35.2225,Salinas do Maragogi All Inclusive Resort
703,Kuala Terengganu,MY,25.970000000000027,few clouds,5.3302,103.1408,Hotel Grand Continental Kuala Terengganu (4 Star)
704,Bontang,ID,26.57000000000005,broken clouds,0.1333,117.5,KOPKAR Hotel Bintang Sintuk
711,Kapaa,US,28.180000000000007,light rain,22.0752,-159.319,Sheraton Kauai Coconut Beach Resort
713,Atuona,PF,26.310000000000002,clear sky,-9.8,-139.0333,Villa Enata
719,Hilo,US,27.360000000000014,clear sky,19.7297,-155.09,Hilo Hawaiian Hotel
727,Avarua,CK,27.03000000000003,few clouds,-21.2078,-159.775,Paradise Inn
728,El Limon,VE,25.100000000000023,broken clouds,10.3059,-67.6321,Campamento Valle Beraca
731,Kinkala,CG,25.170000000000016,broken clouds,-4.3614,14.7644,Hotel la Pepeche Kinkala
733,Sawākin,SD,29.160000000000025,clear sky,19.1059,37.3321,فندق الدويم
743,Puerto Ayora,EC,26.980000000000018,broken clouds,-0.7393,-90.3518,Finch Bay Galapagos Hotel
748,Avarua,CK,27.03000000000003,few clouds,-21.2078,-159.775,Paradise Inn
761,Hilo,US,27.360000000000014,clear sky,19.7297,-155.09,Hilo Hawaiian Hotel
786,Lábrea,BR,27.32000000000005,broken clouds,-7.2586,-64.7981,Hotel Novo Horizonte
787,Pacifica,US,29.680000000000007,scattered clouds,37.6138,-122.4869,"Pacifica Lighthouse, Trademark Collection by Wyndham"
789,Maricá,BR,26.590000000000032,scattered clouds,-22.9194,-42.8186,Marica Hills
796,Wanning,CN,27.360000000000014,overcast clouds,18.8003,110.3967,Paradise Hotel
801,Hirara,JP,26.680000000000007,overcast clouds,24.8,125.2833,Hotel Atoll Emerald Miyakojima
802,Pedernales,DO,28.120000000000005,scattered clouds,18.0384,-71.744,Hotel Costa Marina
805,Avarua,CK,27.03000000000003,few clouds,-21.2078,-159.775,Paradise Inn
810,Hithadhoo,MV,28.140000000000043,overcast clouds,-0.6,73.0833,Scoop Guest House
815,Hong Kong,HK,29.980000000000018,overcast clouds,22.2855,114.1577,Mini Hotel Central
819,Fortuna,US,28.04000000000002,clear sky,40.5982,-124.1573,Super 8 by Wyndham Fortuna
821,Touros,BR,26.5,broken clouds,-5.1989,-35.4608,INN NEW HORIZON
823,Road Town,VG,27.05000000000001,broken clouds,18.4167,-64.6167,"ZINGARA 76ft Catamaran, full crew-all included"
829,Butterworth,MY,26.670000000000016,few clouds,5.3991,100.3638,Cititel Penang
830,Butaritari,KI,27.860000000000014,light rain,3.0707,172.7902,Isles Sunset Lodge
831,San Angelo,US,28.129999999999995,overcast clouds,31.4638,-100.43700000000001,"Motel 6 San Angelo, TX"
842,Witu,KE,25.090000000000032,clear sky,-2.3889,40.4382,New City Guest House
845,Pingshan,CN,26.910000000000025,overcast clouds,22.9938,114.7131,Island Skylight Resort
846,Kapaa,US,28.180000000000007,light rain,22.0752,-159.319,Sheraton Kauai Coconut Beach Resort
854,Cockburn Town,TC,27.980000000000018,scattered clouds,21.4612,-71.1419,Osprey Beach Hotel
